CATEGORY,SUBCATEGORY,AGE,REGION,TIMEALLOWED,QUESTION,ANSWER1,ANSWER2,ANSWER3,ANSWER4,CORRECTANSWER,HINT,IMAGEURL,VIDEOURL,SOUNDURL,FILETYPE,questionMasterId ,status,creditBy,questionActiveStatus,questionState,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welche dieser Schauspielerinnen wurde NICHT in den 1950er Jahren geboren?,Diane Lane,Michelle Pfeiffer,Jamie Lee Curtis,Sharon stone,A,(NULL),szdQG1620414196728.jpg,,,1,65467,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Bei welcher Firma begann 'Alien'-Regisseur Ridley Scott seine Karriere als auszubildender Bühnenbildner?,National Geographic Channel,BBC,Kanal 4,Sky,B,(NULL),M3b7v1620414363661.jpg,,,1,65471,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"In welchem ??James-Bond-Film taucht das Zitat ""Geschüttelt, nicht gerührt"" zum ersten Mal auf?",Dr. No' (1962),Liebesgrüsse aus Russland' (1963),Goldfinger' (1964),Feuerball' (1965),A,(NULL),HB1nt1620414584957.jpg,,,1,65475,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wer ist der Regisseur des Films "Eine Frage der Ehre"?,Rob Reiner,John Carpenter,Oliver Stone,Barry Levinson,A,(NULL),No9Ar1620414809948.jpg,,,1,65479,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"ADULT,TEEN",Deutschland,30,"Wie heißen die drei Handlanger, die Scarlet Overkill in ‚Minions‘ rekrutiert hat?","Stuart, Kevin, Bob","John, Kevin, Stewie","Herb, Lucy, Michael","Bill, Johnny, Simon",A,(NULL),h2X1n1620414948277.jpg,,,1,65487,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher Schauspieler spielt den Noah als alten Mann in 'Wie ein einziger Tag'?,Robert Redford,James Garner,Charles Bronson,Clint Eastwood,B,(NULL),kslSW1620415133869.jpg,,,1,65495,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wem zu Ehren trägt Queen Latifah häufig einen Motorradschlüssel um den Hals?,Ihres Bruders,Ihres Vaters,Ihres Cousins,Ihrer Mutter,A,(NULL),koWQb1620415419759.jpg,,,1,65499,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher Filmstar war Co-Autor des Films "Rushmore" unter der Regie von Wes Anderson?,Owen Wilson,Sam Worthington,Karl Urban,Kate Winslet,A,(NULL),xP01v1620415527774.jpg,,,1,65503,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher Filmstar ist Warren Beattys ältere Schwester?,Shirley MacLaine,Anne Bancroft,Faye Dunaway,Goldie Hawn,A,(NULL),RuEOT1620415729119.jpg,,,1,65507,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welches Starlet ist die Tochter von Schauspielerin Goldie Hawn?,Kate Hudson,Jennifer Lawrence,Maggie Gyllenhaal,Scarlett Johansson,A,(NULL),EOkQl1620415889325.jpg,,,1,65511,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30, Wie wird die Leiche der zwölfjährigen Rue in 'Die Tribute von Panem' zurück in ihren Bezirk transportiert?,Mit der Bahn,Mit dem Hoverboard,Mit dem Hubschrauber,Mit dem Flugzeug,B,(NULL),WIVzH1620416178472.jpg,,,1,65515,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher dieser Schauspieler spielt nicht neben Jack Nicholson in 'Unter Feinden'?,Leonardo Dicaprio,Brad Pitt,Matt Damon,Mark Wahlberg,B,(NULL),WKErW1620416351565.jpg,,,1,65519,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wer schrieb die Vorlage zum hier gezeigten Film?,F. Scott Fitzgerald,J. Scott Fitzgerald,Ernest Hemingway,John Steinbeck,A,(NULL),xL5Zk1620416498028.jpg,,,1,65523,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Für welchen Film gewann Denzel Washington 2002 den Oscar als bester Hauptdarsteller?,Der letzte Kämpfer,Mann unter Feuer,Philadelphia,Training Day,D,(NULL),DYlrO1620416781518.jpg,,,1,65527,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,In welchem ??Film fragt Jim Carrey: "Willst du das gemeinste Geräusch der Welt hören"?,Die Nervensäge,Dumm und Dümmer,Der Dummschwätzer,"Ich, beide & sie",B,(NULL),3QKtQ1620416953241.jpg,,,1,65531,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Für welchen Film wurde Sharon Stone für den Oscar  als beste Hauptdarstellerin nominiert?,Casino,Sliver,Schneller als der Tod,Basic Instinct,A,(NULL),1hyYN1620417105181.jpg,,,1,65535,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welchen britischen Monarchen spielt Colin Firth im Film "The King's Speech"?,König Georg VI,König Georg II,König Edward VII,König Wilhelm IV,A,(NULL),BpZJu1620417302185.jpg,,,1,65539,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"In 'Die Gefährten', wird Frodo gewarnt: ""Es ist eine gefährliche Sache, Frodo __________""?",...gegen den Drache zu kämpfen,...aus deiner Tür herauszugehen,...Abenteuer zu erleben,...mit den Elfen zu sprechen,B,(NULL),Rh3cM1620417534455.jpg,,,1,65543,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"In dem Roman 'Erinnerungen einer Geisha' steht ""Man Verlust nicht lesen, nur ____________"" ?",...empfinden,...berühren,...erleben,...schmecken,A,(NULL),hNQSe1620418486566.jpg,,,1,65547,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welche dieser Opern spielt im alten Ägypten?,Aida,Carmen,Madam Butterfly,The Yeoman of the Guard,A,(NULL),AeZPF1620418894582.jpg,,,1,65556,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wer spielt Ryan in dem Film "Der Soldat James Ryan"?,Adam Goldberg,Matt Damon,Edward Burns,Tom Hanks,B,(NULL),SCEub1620505873791.jpg,,,1,65565,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wer hat "Fegefeuer der Eitelkeiten" geschrieben?,Tom Wolfe,John Updike,John Grisham,Martin Amis,A,(NULL),jwYnf1620506181262.jpg,,,1,65569,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Für welchen dieser Filme hat Clint Eastwood einen Oscar als bester Regisseur gewonnen?,Mystic  River,Million Dollar Baby,Erbarmungslos,Briefe aus Iwojima,C,(NULL),5dheu1620506703134.jpg,,,1,65577,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher dieser Schauspieler ist ein entfernter Cousin von Walt Disney?,Tom Hanks,Tommy Lee Jones,Harrison Ford,Billy Kristall,A,(NULL),9qUwa1620507342450.jpg,,,1,65581,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher Autor hat die bekannten Romane "Auf der Suche nach Indien" und "Zimmer mit Aussicht" geschrieben?,E.B. White,G.M. Trevelyan,E.M. Forster,D.M. Thomas,C,(NULL),TUSB11620507499872.jpg,,,1,65585,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,In die Bücherdiebin betont der Tod am Ende: "Ich werde von den ________ verfolgt" ?,Menschen,Geistern,Toten,Erinnerungen,A,(NULL),lRwGJ1620507731577.jpg,,,1,65589,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wer führte bei "Good Will Hunting" Regie?,George Armitage,Alan Rudolph,Pavel Chukhray,Gus Van Sant,D,(NULL),OLZ8s1620507890662.jpg,,,1,65593,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welche dieser Schauspielerinnen ist die Frau von Javier Bardem?,Monica Bellucci,Marion Cotillard,Eva Green,Penélope Cruz,D,(NULL),G99rQ1620508018816.jpg,,,1,65597,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"Wer sagt im Film 'Flatliners' sagt ""Du bringst die Ausrüstung, ich bringe meine Eier"" ?",Kevin Bacon,Kiefer Sutherland,William Baldwin,Oliver Platt,B,(NULL),MSgt01620508224930.jpg,,,1,65601,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"""Was wir hier haben, ist ein Versagenzu kommunizieren"" ist eine berühmte Zeile aus welchem ??Film?",Der Unbeugsame,Die Faust im Nacken,Die Spur des Falken,Der Clou,A,(NULL),mcBve1620508357338.jpg,,,1,65605,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wer verkörpert Dr. King Schultz in Tarantinos "Django Unchained"?,Leonardo Dicaprio,Christoph Waltz,Samuel L. Jackson,Jamie Foxx,B,(NULL),dvssf1620508564854.jpg,,,1,65613,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"Was sagt Daniel Plainview, gespielt von Daniel Day Lewis, in ""There Will Be Blood""?","""Ich trinke dein Blut""","""Ich trinke dein Bier""","""Ich trinke deinen Martini""","""Ich trinke deinen Milchshake""",D,(NULL),pPi0A1620509044621.jpg,,,1,65617,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wie viele Oscars gewann James Camerons Film "Titanic"?,12,10,11,9,C,(NULL),hCJHL1620509166260.jpg,,,1,65621,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"Wie heißt die Figur, die Harrison Ford im Film ""Auf der Flucht"" spielt?",Dr. Richard Kimble,Samuel Gerard,Cosmo Renfro,Sykes Miller,A,(NULL),pFx5s1620509326692.jpg,,,1,65629,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher dieser Filmregisseure wurde nicht in Großbritannien geboren?,Peter Jackson,Alfred Hitchcock,Christopher Nolan,Danny Boyle,A,(NULL),odeI81620512978174.jpg,,,1,65633,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wen verkörpert Kevin Costner im Film "Bodyguard"?,Jim Garnison,Tom Farrell,Frank Farmer,Eliot Ness,C,(NULL),ZEst91620513181894.jpg,,,1,65637,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher Rocker hatte die Autobiographie namens 'Life'?,Mick Jagger,Ronnie Wood,Charlie Watts,Keith Richards,D,(NULL),dK7R51620513428550.jpg,,,1,65641,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher Charakter aus 'The Green Mile' hat eine Haustiermaus ?,Eduard Delacroix,Dean Stanton,Percy Wetmore,Arlen Bitterbock,A,(NULL),pIIsu1620513555119.jpg,,,1,65645,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,In welchem Film fragt Travis Bickle "Du sprichst mit mir?" ?,Taxi Driver,Der Pate,Hexenkessel,Casino,A,(NULL),T9ROB1620513656884.jpg,,,1,65649,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"""Die Dame protestiert zu viel, denkt nach"" wird oft zitiert, aber aus welchem ??Shakespeare-Werk stammt das Zitat?",Ein Sommernachtstraum,Hamlet,Richard III,Othello,B,(NULL),RiK741620513906267.jpg,,,1,65653,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher Schauspieler spielt die Rolle des Mr. Orange im Kriminalfilm 'Wilde Hunde' ?,Tim Roth,Harvey Keitel,Michael Madsen,Chris Penn,A,(NULL),DycLb1620514266288.jpg,,,1,65657,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Für welchen Film hat Al Pacino seinen einzigen Oscar als bester Hauptdarsteller gewonnen?,Der Duft der Frauen,Der Pate,Scarface,Carlito's Way,A,(NULL),ZuHO31620514575969.jpg,,,1,65661,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Was betreibt Molly in 'Alles auf eine Karte'?,Eine Pferderennbahn,Ein Drogenkartell,Illegale Pokerwettbewerbe, Illegale Sportwetten,C,(NULL),Zpwad1620514977052.jpg,,,1,65669,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Mit welchem ??Film gewann Paul Newman seinen ersten Oscar als bester Hauptdarsteller?,Haie in der Grossstadt (1961),Die Sensationsreporterin (1981),Die Farbe des Geldes (1986),Die Katze auf dem heißen Blechdach (1958),D,(NULL),nNX031620515319274.jpg,,,1,65673,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wer spielt Louise in dem Film 'Thelma & Luise'?,Geena Davis,Lucinda Jenney,Susan Sarandon,Judy Davis,C,(NULL),ISdec1620515454111.jpg,,,1,65677,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher dieser Filme von Christopher Nolan wurde NICHT für einen Oscar nominiert?,Memento (2000),Inception (2010),Dunkirk (2017),Interstellar (2014),D,(NULL),EdGJ91620515631854.jpg,,,1,65681,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welchen Beruf wollte Arthur Fleck in "Joker" ergreifen?,Stand-Up-Comedian,Polizist,Sozialarbeiter,Stadtrat,A,(NULL),ctRpa1620515788194.jpg,,,1,65685,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wer führte bei dem Film "The Shining" Regie?,David Lynch,Terry Gilliam,Stanley Kubrick,James Cameron,C,(NULL),DoXjX1620515985162.jpg,,,1,65689,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher Schauspieler spielt den Fahrer im Film 'Miss Daisy und ihr Chauffeur'?,Morgan Freeman,Danny Glover,Forest Whitaker,Laurence Fishburne,A,(NULL),SbSTB1620516105254.jpg,,,1,65693,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wer hat den Roman "Die Bourne Identität" geschrieben?,Robert Ludlum,Eric Van Lustbader,Tom Clancy,Frederick Forsyth,A,(NULL),PPcTu1620516266181.jpg,,,1,65697,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher dieser Akteure erhielt 2020 die griechische Staatsbürgerschaft?,Tom Hanks,Matt Damon,Ben Affleck,Johhny Depp,A,(NULL),0Kytr1620516422405.jpg,,,1,65701,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher Schauspieler spielt Tom Hanks' Partner im Film 'Philadelphia'?,Javier Bardem,Denzel Washington,Matthew McConaughey,Antonio Banderas,D,(NULL),YIBcI1620516607578.jpg,,,1,65705,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wer spielt neben Denzel Washington als Solara in dem Film "The Book of Eli" von 2010?,Mila Kunis,Willa Holland,Emma Watson,Lili Reinhart,A,(NULL),OQirj1620516797551.jpg,,,1,65709,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wie lautete der richtige Vorname des Schauspielers Sean Connery?,Thomas,John,Richard,Paul,A,(NULL),6fpgN1620516926380.jpg,,,1,65713,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wie heißt Hugh Grants seltsamer walisischer Mitbewohner in "Notting Hill"?,Spike,Martin,Tony,Rufus,A,(NULL),UUVXg1620517034248.jpg,,,1,65717,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Bei den Dreharbeiten zu welchem ??Film brach sich Brad Pitt den Arm?,Sieben (1995),Fight Club (1999),Being John Malkovich (1999),Vertrauter Feind (1997),A,(NULL),bCm7n1620517288247.jpg,,,1,65721,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Was ist laut Khaled Hosseini Drachenläufer die "einzige Sünde"?,Mord,Ehebruch,Diebstahl,Blasphemie,C,(NULL),R4x5A1620517459436.jpg,,,1,65725,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welche dieser Zeilen sagt Clint Eastwood in dem Film 'Gran Torino'?,"""Runter von meinem Rasen""","""Raus aus meinem Flugzeug""","""Rutsch mir den Buckel runter""","""Runter von meinem Motorrad""",A,(NULL),c0OkV1620517659009.jpg,,,1,65729,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,In welchem ??Justizthriller spielen Anthony Hopkins und Ryan Gosling die Hauptrollen?,Reasonable Doubt - Auf falscher Fährte,Das perfekte Verbrechen,Im Schatten des Zweifels,Spurwechsel,B,(NULL),nGEwu1620517852117.jpg,,,1,65733,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,In welchem ??US-Bundesstaat spielen viele der Romane von Stephen King?,Maine,Iowa,Florida,Washington,A,(NULL),P9y3B1620518632712.jpg,,,1,65741,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wer verkörpert den älteren Bruder von Casey Affleck in "Manchester by the Sea"?,Matthew Broderick,Josh Hamilton,Kyle Chandler,Tate Donovan,A,(NULL),KY1xJ1620519047021.jpg,,,1,65745,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Der Film "Beim Leben meiner Schwester" aus dem Jahr 2009 basiert auf dem Roman von welchem ??Autor?,Jodi Piccoult,Philippa Gregory,Lauren Weisberger,James Patterson,A,(NULL),pqyIz1620519237486.jpg,,,1,65749,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wie viele Oscars als bester Regisseur gewann Quentin Tarantino?,Keinen,Einen,Zwei,Drei,A,(NULL),iEmac1620551183410.jpg,,,1,65753,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welche Schauspielerin spielt nicht in dem Film 'Brautjungfern' mit?,Christina Hendricks,Rose Byrne,Maya Rudolph,Kristen Wiig,A,(NULL),Ui6t81620551443616.jpg,,,1,65757,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wo spielt 'Romeo und Julia'?,Italien,Spanien,England,Schottland,A,(NULL),gRKMY1620551598500.jpg,,,1,65761,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher Schauspieler spielt im Film "The Fighter" den Bruder von Christian Bale?,Matt Damon,Mark Wahlberg,Ben Affleck,Colin Farrell,B,(NULL),Zk6lW1620551764390.jpg,,,1,65765,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"Wie heißt die Figur, die Demi Moore in ""Ghost"" spielt?",Abby Quinn,Molly Jensen,Hester Prynne,Diane Lightson,B,(NULL),vtLen1620552752898.jpg,,,1,65769,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"Wie heißt die Figur, die Christian Bale im Film ""American Psycho"" spielt?",Walter Wade jr.,Patrick Bateman,Quinn Abercromby,John Preston,B,(NULL),5QVXp1620552925442.jpg,,,1,65773,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wogegen hat die Investorengruppe in "The Big Short" gewettet?,Den US-Handelsmarkt,Den US-Hypothekenmarkt,Den US-Kreditmarkt,Den US-Energiemarkt,B,(NULL),WQg5v1620553077064.jpg,,,1,65777,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"Aus welchem Film stammt das Zitat ""Für mich hatte es wesentlich mehr Anreiz Gangster zu werden, als Präsident der Vereinigten Staaten""?",Casino,Es war einmal in Amerika,Der Pate,Goodfellas,D,(NULL),DdN701620553297919.jpg,,,1,65781,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welcher Schauspieler spielt die Rolle des Jamal Malik in "Slumdog Millionaire"?,Dev Patel,Saurabh Shukla,Anil Kapoor,Irrfan Khan,A,(NULL),HCdZz1620553480074.jpg,,,1,65785,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welches war der erste Film mit Katharine Hepburn und Spencer Tracy in den Hauptrollen?,Die Nacht vor der Hochzeit (1940),Die ganze Wahrheit (1942),"Die Frau, von der man spricht(1942)",Stage Door Cantine (1943),C,(NULL),9awsW1620553643604.jpg,,,1,65789,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,In welchem ??dieser Ridley Scott-Filme war Russell Crowe nicht Teil der Besetzung?,Black Hawk Down (2001),American Gangster (2007),Ein gutes Jahr (2006),Gladiator (2000),A,(NULL),62DXN1620553875425.jpg,,,1,65793,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"Wie heißt die Figur, die Edward Norton im Film ""Motherless Brooklyn"" von 2019 spielt?",Lionel Essrog,Moses Randolph,Paul Randolph,Frank Minna,A,(NULL),0Ykdr1620553985509.jpg,,,1,65797,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,In welchem Krieg spielt der Film "Die Entscheidung" von 2016?,Im 1. Weltkrieg,Im 2. Weltkrieg,Im Koreakrieg,Im Vietnamkrieg,B,(NULL),CDzUS1620554260020.jpg,,,1,65801,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"Wie lautet der Vorname der Figur, die Cher im Film ""Mondsüchtig"" von 1987 spielte?",Tammy,Dolly,Loretta,Polly,C,(NULL),P95j51620554493811.jpg,,,1,65805,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,In welcher Stadt spielt der Film "8 Mile" aus dem Jahr 2002?,New York,Detroit,Boston,Chicago,B,(NULL),SZ1k51620554694629.jpg,,,1,65809,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Im Grafen von Monte Christo wird alle menschliche Weisheit in welchen zwei Worten ausgedrückt?,Lernen und Erfahren,Harren und Hoffen,Freundschaft und Liebe,Familie und Kinder,B,(NULL),E9LWJ1620554866195.jpg,,,1,65813,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wer hat "Der seltsame Fall von Dr. Jekyll und Mr. Hyde" geschrieben?,Alexandre Dumas,Robert Louis Stevenson,Arthur Conan Doyle,George Eliot,B,(NULL),vev1d1620555190466.jpg,,,1,65817,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wer war der Autor und Regisseur des ersten Terminator-Films der Serie?,James Cameron,Michael Bay,Ridley Scott,Steven Spielberg,A,(NULL),9YVyT1620567936481.jpg,,,1,65821,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wessen Bruder ist das erste Mordopfer in Stephen Kings "ES"?,Beverly,Bill,Ben,Richard,B,(NULL),wbzPF1620568566608.jpg,,,1,65825,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wie heißt diese für ihre Leistung im Film "Ex Machina" von 2015 hoch gelobte Schauspielerin?,Alicia Vikander,Sonoya Mizuno,Faith Hermann,Megan Gut,A,(NULL),ASGpw1620568959214.jpg,,,1,65829,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Welche Schauspielerin spielt die Hauptrolle in Spielbergs Film "Gefährten" von 2011?,Emily Watson,Naomi Watts,Diane Lane,Dina Meyer,A,(NULL),b624r1620569136589.jpg,,,1,65833,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wie lautet der echte Nachname der Schauspielerin Sophia Loren?,Scicolone,Esposito,Brunamonti,Castilla,A,(NULL),3rld21620569459619.jpg,,,1,65837,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wie heißt der Auszubildende von Alonzo Harris im Film "Training Day"?,Jake Hoyt,Mike Biggs,Sam Jones,Corey Hughes,A,(NULL),WSDYM1620569817356.jpg,,,1,65841,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,45,"Mein richtiger Name war Charles Dodgson, aber unter welchem kannte man mich eher?",Lewis Carroll,Charles Darwin,Charles Dickens,Anthony Trollope,A,(NULL),QC001657.jpg,,,1,69406,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,JUNIOR",Deutschland,30,Wie heißt dieser Charakter aus der Marvel Avengers-Filmreihe?,Mantis,Nebula,Gamora,Black Widow,B,(NULL),sXwQN1619775224409.jpg,,,1,79296,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,"Wie heißt in der Filmreihe ""Toy Story"" der Junge, dem Woody gehört?",Alan,Andy,Johnny,Tommy,B,(NULL),0IueY1622914407315.jpg,,,1,88958,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt das rote Auto im Film "Cars"?,Washington Zoom,Thunder Max,Firebolt Jones,Lightning McQueen,D,(NULL),HBF6Q1622915364662.jpg,,,1,88971,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"Woher stammt Peter Handke, der 2019 den Nobelpreis für sein Buch ""Wunschloses Unglück"" erhielt?",Österreich,Norwegen,Deutschland,Schweiz,A,(NULL),QC00680.jpg,,,1,88975,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,"Die literarische Legende, die gezeigten Roman geschrieben hat, ist 2010 in welchem ????Alter verstorben?",91,101,81,71,A,(NULL),YkwHM1622916444830.jpg,,,1,88979,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wer ist der Anführer der Lichter in der Serie "Die Auserwählten" von James Dashner?,Thomas,Newt,Alby,Teresa,C,(NULL),Jybtf1622916630684.jpg,,,1,88983,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,ADULT,Deutschland,30,Wie heißt der Großvater in der US-Sitcom-Serie "Modern Family"?,Mitchell Pritchett,Cameron Pritchett,Jay Pritchett,Phil Pritchett,C,(NULL),ipRru1620239337974.jpg,,,1,92202,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,JUNIOR",Deutschland,30,Welcher dieser Marvel-Filme wurde 2008 als erster veröffentlicht?,Ironman,Ant-Man,Guardians of the,Black Panther,A,(NULL),QysQM1619775982702.jpg,,,1,92207,0,,1,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
